title,sentiment,prediction
Absence of Discounts Confirms Tomato Soup Inflation,neutral,1
"In 2009, Colorado began offering teens free IUD's without parental consent. Teen pregnancy fell by 54%. Teen abortions fell by 64%. For every $1 spent on the program, CO saved nearly $6 on labor &amp; delivery, child care &amp; food stamps.",negative,1
Real weekly earnings up 3.7 percent for year ended December 2020,positive,1
Developing nations suffer from extreme freight rates,negative,1
There was no benefit to tax cuts. Period.,neutral,1
Bond Wizards Find Exotic Ways to Profit From Negative Yields,neutral,0
"Apartment rents climbing, and poised to go higher",positive,2
Dow drops 900 points on fears of Covid rebound,negative,1
Davis Solomon Sees a Positive Trend in the US economy,positive,1
Getting High on Inflation,neutral,1
Jim Cramer responds to viral 'Mad Money' picture: 'There's a seething anger sweeping this country' aimed at Wall Street,negative,1
"Guardian: Biden administration seeking to empower IRS to close illegal tax gap, amounting to $600bn in lost revenue annually",negative,0
US rents rise more than 10%,positive,1
Jack Ma vs Xi Jinping: the future of private business in China,neutral,0
"Reuters: China's Aug export growth unexpectedly picks up speed, imports solidly up",positive,1
Most U.S. workers took an inflation pay cut in 2021,negative,0
Close to Home: Does Proximity to a Homeless Shelter Affect Residential Property Values in Manhattan?,neutral,1
Are households indifferent to monetary policy announcements? (BIS),neutral,1
"Penguin books executive admitted that the e-books hype may have driven unwise investment, with the company losing too much confidence in “the power of the word on the page.”",negative,1
"The Economy Keeps Growing, but Americans Are Using Less Steel, Paper, Fertilizer, and Energy",neutral,0
European Central Bank holds policy steady despite soaring inflation,positive,1
What drives house prices: Some lessons from the literature,neutral,0
Dow futures point to 300-point gain after ECB announces massive stimulus package,positive,0
Google cuts ties with Huawei. That may be a 'kill switch' for the Chinese firm's global smartphone ambition,negative,0
Automation and New Tasks: How Technology Displaces and Reinstates Labor,neutral,1
Billionaire Bill Ackman Hires Minority-Owned Investment Banks To Co-Lead $4 Billion Deal,neutral,0
Generational Wealth Inequality,neutral,1
Elizabeth Warren’s Theory of Capitalism,neutral,0
"Mark Cuban's New Company Has 2 (Not So Kind) Words for the Pharmaceutical Industry: It's a Lesson in Empathy, Leadership, and Emotional Intelligence",neutral,0
Hiring Growth Slowed in February as Employers Struggled to Find Workers: The unemployment rate edged down to 3.8%,negative,1
The bond market is doing something that is usually a sign for investors to â€˜flee for the hillsâ€™,neutral,1
Yahoo spin-out Altaba is selling its entire Alibaba stake and closing down,neutral,1
"Instead of competing with Amazon, a Seattle man realized his local shops were harmfully competing against each other with their own sites. He built a free extension that pulls together inventory from 1,000+ small stores so locals can shop them at the same time. Stores aren't charged fees of any kind",neutral,1
Many Politicians Claim That Increased Spending Sparks Economic Growth. Here's Why That's Misleading.,neutral,1
Alibaba has lost $344 billion in world's biggest wipeout,negative,1
45% of millennials say cost of living hold them back from buying homes,negative,1
"Google, Apple and Microsoft report record-breaking profits",positive,0
"U.S.-China trade war has cost up to 245,000 U.S. jobs: business group study",negative,0
Green Fintech Startup Aspiration Said in Interprivate SPAC Talks,neutral,0
It’s Time to Start Worrying About the National Debt,neutral,0
Five Decades of Middle-Class Wages: January 2019 Update,neutral,1
Bruegel: Why China should fear the EU’s carbon border tax,neutral,1
Valkyrie Investments Partners with Nasdaq in Bitcoin Futures ETF,neutral,0
Tesla’s Elon Musk Really Doesn’t Like Biden’s Spending Bill,neutral,1
China marches on towards Fourth Industrial Revolution,neutral,1
"Princeton will limit students on campus to one semester, discount tuition due to COVID-19",neutral,0
"Mortgage rates are around the lowest in three years, but buyers are suddenly much more cautious about purchasing a home. Competition is cooling, and consequently sellers can no longer command any price",negative,1
CNBC: Key inflation gauge rises 3.6% from a year ago to tie biggest jump since the early 1990s,positive,1
Ruble in trouble: Russian currency plummets amid Ukraine war sanctions,negative,2
DoubleLine Capital CEO states “there’s easily 25% downside in the U.S. dollar”,negative,1
JPMorgan hands boss Jamie Dimon million dollar 'special award' to stay at the bank,neutral,0
"Consumers Are At Tipping Point, So Prepare For Bear Stock Market And Recession",neutral,1
China moves to protect food delivery drivers from digital exploitation,neutral,1
Prices Are Going Up. Will It Last?,neutral,0
"Retail sales surge 3.8% in January, much more than expected amid inflation rise",positive,1
Trump says he doesn’t need a trade deal with China before the 2020 election,neutral,1
Does the Jones Act Hurt Puerto Rico?,negative,1
"Online Shopping Is Growing, But Isn’t Creating Jobs",neutral,0
Young American Adults Top $10 Trillion in Assets for First Time,neutral,1
Donald Trump’s war on cars is pushing the US closer to a recession,negative,0
"Best Buy to furlough about 51,000 employees as its stores remain closed to customers",negative,1
Jobs Recovery Goes Into Reverse as Pandemic Takes a New Toll,negative,0
Evergrande will pay its next coupon and China believes the crisis is under control,positive,0
"Trading Tax Would Be ‘Devastating,’ High-Speed Advocates Say",negative,2
Stock market: Dow Jones falls below 2017 level before Trump took office,negative,1
States That Cut Unemployment Benefits Saw Limited Impact on Job Growth,negative,2
Big Cable to Lose $264 Million in Revenue from Hidden Fees This Year Just from Customers That Left in Q1,negative,1
Chinese developer Sinic defaults as Evergrande deadline looms,negative,0
"Without Additional Aid to State, Local Governments, Over 5 Million Workers Could Lose Jobs by End of 2021, Economic Analysis Shows",negative,0
Federal Reserve takes additional actions to provide up to $2.3 trillion in loans to support the economy,positive,1
Progressive Website ThinkProgress Is Shutting Down Because Nobody Wants To Buy It,negative,1
"The Folly of Protectionist Tariffs — Trump Trade War Will Hurt Poor, Working-Class Americans Most",negative,1
"Trudeau announces Canada ban on Russian oil imports. “Today, we are announcing a ban on all imports of crude oil from Russia, an industry that has benefited President Putin and his oligarchs greatly,”",neutral,1
"Almost 60 percent of business closures are now permanent, new Yelp data shows",negative,1
Florida Is the Big Winner as the Wealthy Move Out of Northern States,positive,0
"Contact Lens Start-Up, Big on Social Media, May Be Bad for Eyes, Doctors Say",negative,0
China’s central bank signals easing as recovery risks mount,positive,0
US stocks rally again to record highs as earnings smash expectations — 'Is it different this time?',neutral,1
"Iconic U.S. brands Coca-Cola, Pepsi and McDonald's suspend business in Russia",negative,0
"Govt clueless about economic crisis, stealing from RBI: Congress",neutral,1
The Amazon Influencer Programme is bringing up sales of ordinary household items by up to 30%,positive,0
Here’s why China’s trade war threat to restrict rare earth minerals is so serious,neutral,1
"Facebook clarifies that the data is better interpreted as “teens who have lower life satisfaction more likely to say Instagram makes their mental health worse than teens who are satisfied with their lives"". What are your thoughts on this?",neutral,2
"Delta variant of Covid-19 isn’t expected to dent robust U.S. recovery. Economists see continued spending, hiring and limited disruptions as health officials try to avoid restrictions and boost vaccinations.",positive,1
Women Did Everything Right. Then Work Got ‘Greedy.’ - How America’s obsession with long hours has widened the gender gap.,neutral,0
"Over 4 Million Workers Quit in August, the 5th Month of Record Exits",negative,0
"Toys R Us retrenches again, shutters its last 2 US stores",negative,1
"Benefits of clean energy tax credits far outweigh costs, new analysis finds",positive,1
"After reducing headcount by thousands during the depths of the pandemic, the airlines industry is grappling with shortages, and are now offering premium pay to hefty signing bonuses. This despite an infusion of $54 billion in federal aid to help cover payroll expenses last year - Reuters",negative,0
China says existing U.S. tariffs must be removed for a trade deal,negative,0
Billionaire investor Stanley Druckenmiller dumped Facebook parent Meta before its one-day $230 billion wipeout — and took stakes in Snap and Chevron,negative,1
"Burned in 2008, Americans Are Refusing to Tap Their Home Equity",negative,0
"AT&amp;T Has Now Eliminated 41,000 Jobs Since Its $42 Billion Trump Tax Cut",negative,0
"The COMPETES Act: Finally, Robust Industrial Policy",positive,0
Pension Funds Are Going To Be Destroyed In The Next Recession,negative,0
"Trump’s steel tariffs cost U.S. consumers $900,000 for every job created, experts say",negative,1
Vietnam Plans to Cut U.S. Pork Tariffs as Trade Tensions Ease,negative,2
HSBC struggles to draw Big Four accountants to $94m-a-year audits,negative,0
"U.S. Jobless Claims Pull Back More Than Expected To 326,000",negative,1
"World’s Food Supplies Get Slammed by Drought, Floods and Frost",negative,1
Hong Kong Expats Eye Exit as Protests Threaten ‘World City’,negative,1
Real-Time Market Monitoring Finds Signs of Brewing U.S. Housing Bubble,negative,1
"Since 1989, there have been 15 times when the stock market rallied when earnings expectations declined",neutral,0
Cancel Billionaires - Wealth Inequality Hurts Society,negative,1
It's Official: The Yield Curve is Triggered. Does a Recession Loom on the Horizon?,negative,1
Crippling lockdown costs Australian economy $1b a week - NZ Herald,negative,1
"Workplace Raids Increase Under Trump Administration, Few Companies Prosecuted",negative,1
"Trump's Trade War Cost U.S. More Than $3 Billion A Month, Economists Say",negative,1
"Corn `Train Wreck' Worse Than Forecast, U.S. Farmers Warn",negative,1
"Schumer, Pelosi agree to pursue $2 trillion infrastructure deal with Trump",positive,1
Negative nominal interest rates and the bank lending channel,negative,2
The Resilience of Costco,positive,1
"Baby Boomers Are Dangerously Short on Retirement Savings, Data Shows",negative,0
The Netherlands Surpasses Wildest Predictions For Tesla Mode,positive,0
Deutsche Bank to quit Asian equities trading in 'radical' overhaul,negative,1
Central Bankers Are Spooked by Signs That Inflation Is Lingering for Longer,negative,1
Inflation keeps weighing on consumer confidence,negative,1
"Stocks, U.S. Futures Dip on Inflation, China Risks: Markets Wrap",negative,0
Chinese developer Fantasia misses repayment deadline,negative,1
Protesters in China besiege an indebted property developer | The Economist,negative,2
Amazon Stock Loses $130 Billion In Market Value After $885 Million Fine And Disappointing Earnings Report,negative,2
"The US needs 50,000 truck drivers to avoid a shipping squeeze",negative,1
"Jens Weidmann casts a shadow over the ECB - If he simply validated the orthodox German view as president, it would be a disaster",neutral,0
"Investors Should Worry If Climate Goals Are Missed, Mercer Warns",negative,1
Physician and Nurse Incomes Have Increased Tremendously,positive,0
"Mortgage rates are now breaking to new lower territory, and they could stay there for months",negative,0
The Numbers Are in: Social Security Robs the Working Poor,negative,1
Nvidia Crushed Earnings Estimates. Its Stock Is Slipping,negative,0
Why is IMF's estimation of GDP higher than UN's and WBG's in most of the cases?,neutral,1
"Mississippi casinos are setting revenue records, outpacing pre-COVID numbers........this record increase on casino revenue is a nationwide phenomenon in virtually every gaming jurisdiction with sports betting seeing huge increases as well. What does this say about the USA considering inflation?",neutral,0
Bank of England finds QE did not increase bank lending: who would have thought,neutral,2
"Airbnb’s exponential growth worldwide is devouring an increasing share of hotel revenues and also driving down room prices and occupancy rates, suggests a new study, which also found that travelers felt Airbnb properties were more authentic than franchised hotels.",negative,2
Britain to raise minimum wage to 9.50 pounds a hour,positive,1
U.S. Budget Deficit Already Exceeds Last Year’s Total Figure,negative,1
US Treasury Secretary Steven Mnuchin: I Have 'Very Serious Concerns' About Facebook's Libra,negative,0
DOJ announces agreement on $26 billion merger between TMobile and Sprint,neutral,1
The science of networking. A study found that catching up with colleagues in different departments was linked to salary growth and employee satisfaction,neutral,1
"Tyson linked to 4,500 COVID-19 cases, as meat industry blames workers",negative,1
"Consumer Confidence Slips, Driven By Decline In Confidence In Personal Finances",negative,2
Soho China shares plunge 40% after Blackstone deal collapses,negative,1
German inland shipping falls 11.1 pct in 2018,negative,1
What do you think the potential effects of a high market cap to GDP ratio could be?,neutral,1
Indigenous climate activists denounce Cop26 deal,negative,1
"Stocks Fall, Oil Leaps as Ukraine Crisis Deepens",negative,2
Map: Cities in the South are being held back by student debt,negative,0
Japan: each elderly couple needs 20 million yen ($184') in savings to make up for public pension shortfall,neutral,1
A Wave of Bankruptcies and Foreclosures Appears to be Building,negative,1
Escalated Russia-Ukraine conflict would keep inflation higher longer -IMF,negative,0
Chinese authorities have told Evergrande's billionaire founder to use his own money to pay down the company's $300 billion debt,negative,1
Can China Hold On to Its Property Balloon? Not Likely. Home price to annual income ratio is 46 in Beijing and Shenzhen — compared to 9 in NY City.,negative,0
"No, the unemployment rate didn’t really drop in May",negative,0
FedEx to end Amazon contract for FedEx Express plane service,negative,1
"Trump Mixes Economic and National Security, Plunging the U.S. into Multiple Fights",negative,1
"4-Day Workweek Boosted Workers' Productivity By 40%, Microsoft Japan Says",positive,1
"On Wednesday, The Wall Street Journal published an opinion piece in which Mr. Stephen Moore called the Fed the “last major obstacle” to a sustained economic boom //",neutral,0
Biden backs lower income cap for direct payments in $1.9 trillion relief package,positive,0
"National Rifle Association files for bankruptcy, seeking to escape New York lawsuit",negative,1
"‘Maxed out’: 48% of Canadians on brink of insolvency, survey says",negative,1
"New Stores Are Still Opening, Retail Hiring At Record Pace",positive,1
"Smaller packs, same price: curse of ‘shrinkflation’ hits shoppers’ baskets",negative,1
"The Jobs Report Was Good, but the Economy Is Still Bad",negative,0
Americans Haven’t Been This Down on Housing Market Since 1982,negative,2
Higher inflation will push Americans back to work and cool speculative markets,positive,1
"Biden plan with $2,000 stimulus checks expected to include expanded child tax credit",positive,1
"China Threatens to Place Apple, Boeing, and Other U.S. Firms on ‘Unreliable Entities’ List",negative,1
Losing the inflation anchor,neutral,0
Boeing Expects a $5.6 Billion Hit for 737 Max Disruptions,negative,1
Rival Emerges to Lithium-Ion Batteries: New Potassium Metal Technology,positive,0
Stolen Data of 533 Million Facebook Users Leaked Online,negative,2
"UK wages flatline as robots take skilled jobs, pushing workers into low-paid roles",negative,1
America’s Upper Middle Class Feeling the Pinch Too,negative,1
IMF's firepower insufficient to respond to major new crisis: BIS head,neutral,1
"IMF $650 billion reserves distribution clears last hurdle in ""unprecedented"" move",neutral,1
Boeing's Bad Decisions Seem Boundless,negative,1
U.S. to Delay Some China Tariffs Until Stores Stock Up for Holiday Shoppers,negative,1
Fed Unlikely to Order Big U.S. Banks to Suspend Dividends,negative,0
Andrew Yang: We're undergoing the greatest economic transformation in our history (opinion) - CNN,neutral,1
China's forex reserves rise in July,positive,0
"America risks doing too little, not too much, to save the economy",neutral,1
Asian Supply Bottlenecks Add To Breakneck Inflation (Northern Trust),negative,1
"Joseph E. Stiglitz: After Neoliberalism. For the past 40 years, advanced economies have been pursuing a free-market agenda of low taxes, deregulation, and cuts to social programs. This approach has failed spectacularly; the question is what will – and should – come next.",neutral,1
"US Fed Chairman: ""Expectations Are Very High"" for Facebook's Libra",positive,1
Harvard To Divest $42 Billion Endowment From Fossil Fuels After Years Of Student Protest,negative,1
Top German court issues first ruling in 'cum-ex' case,negative,1
Paul Krugman sites great science on how the trade war made the US poorer.,neutral,1
The “Build Back Better” Childcare Disaster,positive,0
Ukraine War Promises More Chaos for Automakers -,negative,0
Business Insider: The Biden administration could sidestep McConnell's refusal to pay America's bills by minting a $1 trillion platinum coin,positive,1
Saudi Aramco Emerges Ahead Of Apple As World’s Most Profitable Company,positive,0
The $15 minimum wage was supposed to hurt New York City restaurants — but both revenue and employment are up,negative,1
The Growing Debate over Elizabeth Warren's Wealth Tax,negative,1
How feasible is a negative income tax,neutral,1
Supreme Court Ends Bidenâ€™s Eviction Moratorium,negative,0
"Hong Kong disappears from Heritage Foundationâ€™s â€˜worldâ€™s freest economiesâ€™ rankings, as compilers list the city under China for first time",negative,1
Long live the labour shortages,neutral,0
Kyle Bass says US interest rates will follow the rest of the world to zero â€” 'This is insane',neutral,1
Prosperity comes at 'devastating' cost to nature: A landmark review has called for transformational change in our economic approach to nature.,neutral,1
â€œDeaths of despairâ€: The deadly epidemic that predated coronavirus. Mortality rates were on the rise in the US long before Covid-19.,neutral,1
Insurance experts rank climate change as top risk for 2019,positive,0
Africaâ€™s Crypto Market has Grown by $105.6 Billion in the Last Year,positive,1
Italy: The daunting economic challenges facing Giorgia Meloni,neutral,1
The Scourge of the Female Chore Burden,negative,2
How Games Workshop grew to become more profitable than Google | Board games,neutral,0
"If Russian Currency Reserves Arenâ€™t Really Money, the World Is in for a Shock",negative,1
Most workers report being equally or more productive when working from home,negative,1
The Macroeconomic Implications of Bidenâ€™s $1.9 Trillion Fiscal Package,negative,0
Airlines have completely stopped ordering the 737 Max,negative,1
How Atlanta plans to get to 100% green energy by 2035,neutral,1
Nike CEO John Donahoe warns employees that layoffs are coming very soon,negative,1
China to create new stock exchange in Beijing for smaller companies: Xi,neutral,1
Top U.S. publishers sue Amazon's Audible for copyright infringement,negative,1
Volkswagen exploring IPO of luxury carmaker Porsche -sources,neutral,1
"1.48 million people filed for first-time unemployment last week, worse than predictions",negative,1
GirlsDoPorn.com faces trial for allegedly filming 22 women under false pretenses,negative,1
Build Back Better Act: Details &amp; Analysis of the $3.5 Trillion Budget Reconciliation Bill,neutral,2
A simple macroeconomic model based on Modern Monetary Theory,neutral,1
US consumer sentiment falls for the first time in 4 months as spiking COVID-19 cases spur worry,negative,1
Empirically grounded technology forecasts and the energy transition,neutral,1
White House 'free marketeers' raised concerns over coronavirus price-gouging crackdown,negative,2
Friedman vs Phillips: A historic divide,neutral,1
"Biden’s claim that with a $15 minimum wage, ‘the whole economy rises’",positive,1
Billions in the Ground: The Race to Harvest North Korea's Rare Earth Reserves,neutral,0
Inflation has many retirees worried about outliving their savings,negative,1
Fewer international students studying in the U.S. cost the country $1.8 billion last year,negative,0
"Beyond Meat stock briefly trades above $200, hits a new all-time high",positive,1
International evidence for Keynesian economics without the Phillips curve,neutral,1
Nearly Three Quarters of Economists Say $15 Minimum Wage Is Bad Idea,negative,0
Can Democrats See What’s Coming?,neutral,0
"Nobel winner’s evolution from ‘dark realist’ to just plain realist on climate change. In new book, William Nordhaus says there’s a better way to frame the challenges posed by global warming and find solutions",neutral,1
It’s time to move past employer-based health insurance,neutral,1
A Study of 2.7 Million Startups Found the Ideal Age to Start a Business (and It's Much Older Than You Think),neutral,0
Didi: Chinese ride-hailing giant denies plans to go private,neutral,1
American Hobby Store Getting Killed by Trump's Tariffs,negative,1
The Anatomy of a Market Correction,neutral,0
Samsung Picks Texas Site for Advanced U.S. Chip Plant,neutral,1
The Fed’s ultraloose monetary policy could hurt both the economy and Biden’s agenda,negative,0
China Asks Didi to Delist From U.S. On Security Fears,neutral,1
"If we’re serious about changing the world, we need a better kind of economics to do it - Guardian Opinions",neutral,1
Why Biden Can’t Win On Inflation,neutral,0
"The first day of work at Nike, Salesforce, IBM, and SEGA",neutral,1
America’s Inflation Debate Is Fundamentally Confused,neutral,0
Why Does Trump Want to Turn America Japanese?,neutral,1
How can the debt caused by Covid-19 be dealt with?,neutral,1
"Long-term trends in income inequality: Winners and losers of economic change in Ghana, 1891–1960",neutral,1
How Amazon paid zero in taxes on its billions.,neutral,0
Does anybody use this website? tradingeconomics.com,neutral,2
Tesla reaches milestone with first $1B quarterly profit,positive,0
Common Misconceptions about the Consumer Price Index: Questions and Answers : U.S. Bureau of Labor Statistics,neutral,1
Americans lost $304 million on dating apps last year,negative,1
Report: Consumers on track for record year of debt repayment before coronavirus hit,positive,1
"Coronavirus for kids without internet: Quarantined worksheets, learning in parking lots",neutral,2
CNN: Pelosi says raising the debt ceiling won't be part of reconciliation package,neutral,0
Proposed IRS reporting of bank account information upsets Ohio’s community banks and Republican legislators,negative,0
"Costa Coffee gives staff 5% pay rise as it looks to recruit 2,000 workers",positive,1
False Freedom: Sharing the Scraps from the Perilous Gig Economy,neutral,1
Six Things They’re Not Telling You About Inflation,neutral,0
New Kent woman who helped journalists expose financial corruption may soon be imprisoned,neutral,1
Lie Flat Meets the Great Resignation,neutral,1
Hong Kong for International Business: Stick a Fork in It | China Law Blog,neutral,1
Why Airlines Should Fear Self-Driving Cars,neutral,0
Stock market's value under Trump has grown by $6.9 trillion to $30.6 trillion,positive,0
BMW profits rise to €3.4bn as focus turns to more expensive cars,positive,0
"Amazon's delivery contractors announce upward of 2,000 layoffs even as the mega-retailer's logistics demand balloons",negative,1
US to boost gas exports to Germany under deal with EnBW,positive,0
How to keep your employees from joining the ‘Great Resignation’,neutral,0
Manufacturing sector contracts for the first time in nearly a decade,positive,1
"Ford is cutting 12,000 jobs in Europe to increase profitability",negative,0
Auto sector slowdown: Too many cars; too few buyers,negative,0
Trucking company to lay off more than 400 workers,negative,0
Mainstream media &amp; politicians (e.g. Kamala Harris) are still talking about the Gender Pay Gap -- Anything to it?,neutral,0
New Zealand deals with first Pfizer vaccine related death. Puts on Pfizer anyone?,neutral,1
"Rich countries tend to have a bigger middle-class, except the USA",neutral,0
What is a $15 wage really worth? Depends where you live,neutral,1
"Exclusive: Biden to name Gary Gensler as U.S. SEC chair, sources say",neutral,1
The Trade War between the U.S. and China: A Prisoner’s Dilemma,neutral,1
PG&amp;E says it has $34.45 billion in debt financing for reorganization,neutral,1
Myth of Nordic Socialism,neutral,1
"Global Digital Banking; Interview With Jason Blick, the CEO of EQIBank.",neutral,1
U.S. Worker Productivity Advances at Best Rate Since 2010,positive,1
Binance CEO says he’s willing to step down as world’s biggest crypto exchange welcomes regulation,neutral,0
Can the 37 Year-Old Dissolution of ATT Teach Us Anything About a Big-Tech Breakup?,neutral,1
Neil Young calls on baby boomers to boycott four big banks,negative,0
"The Myth of Swedish ""Socialism"" (Spoiler Alert - its mostly Capitalism)",neutral,0
The Great Supply-Chain Massacre by Diane Coyle,neutral,1
The Bored Ape Yacht Club founders weren't doxxed,neutral,0
Colorado Caps Insulin Co-Pays At $100 For Insured Residents,neutral,1
Little shop of horrors – the Fed’s repo facility (RBC Capital Markets),neutral,1
$35tn wealth surge provides solid platform for US growth (ING),positive,0
"System D: the ""underground"" free marketplace that employs 50% of the global population. It is hiding in plain sight.",neutral,1
Nygren Presentation at CFA Brazil,neutral,0
What would two of the world's most famous economists think about Bitcoin ?,neutral,1
Austerity Is Murder - An Introduction To Modern Monetary Theory!,neutral,0
Pharma's Secret to Lobbying for Higher Drug Prices?,neutral,0
"Tasks, Automation, and the Rise in US Wage Inequality",neutral,1
"With $22 billion plan, Israel ups 2030 renewable energy target from 17% to 30%",positive,0
"College Majors, Occupations, and the Gender Wage Gap",neutral,1
"Exxon posts strongest results since 2017, pledges to resume share buybacks",positive,0
Central banks should consider giving people money,neutral,0
136 nations agree to biggest corporate tax deal in a century,positive,1
"Juul CEO is out, and it stops all advertising as vaping crisis escalates",negative,1
Ontario Teachers' Pension Plan looks at commodities for hedge against inflation,neutral,0
"Majority of Bitcoin Trading is a Hoax, New Study Finds",neutral,1
China's Xinhua presents news using robot news anchor,neutral,0
US economy faces 'real risk of recession',negative,2
Are Syringe Exchange Programs Helpful or Harmful? New Evidence in the Wake of the Opioid Epidemic,neutral,1
"JPMorgan Chase CEO Jamie Dimon on jobs, tariffs and politics.",neutral,1
Who Pays for Tariffs and Trade Restrictions? Consumers Do.,neutral,1
Ronna McDaniel: Pennsylvanians can’t afford Biden’s economic crisis,negative,1
Poverty in America - The best way to eradicate poverty in America is to focus on children | Special report | The Economist,neutral,1
What to Expect from the New G20 Crypto AML Regulation,neutral,1
Vulnerable Senate Dems try to run as tax-cutters,neutral,2
Opinion | Urban myths about economics have taken root — and the cost is high,neutral,2
"Cannabis legalization is turning Toronto into the weed capital of the world. Here, a look at who’s getting rich off reefer",neutral,0
Finance profits before/after repeal of Glass Steagall Act,neutral,0
China housing market slumps again as another developer runs into trouble | China,negative,1
"Judy Shelton, Trump’s controversial pick for the Fed, expected to be approved by Senate banking panel this week",neutral,1
5 Simple Things Everyone Should Know About Inflation,neutral,1
Trump is leading a global attack against central banks. It could end in disaster.,negative,0
The Evolution of Household Net Worth during COVID-19,neutral,2
Industrial production falls 0.5% amid big decline in auto output,negative,2
Libra is imperialism by stealth,neutral,0
A 29-year-old mayor gave his city’s poorest residents $500 a month. Here's how they spent the money.,neutral,1
"In 1999, Donald Trump supported a wealth tax more severe than anything Elizabeth Warren is proposing",neutral,1
Snoop Dogg takes over Death Row Records brand as owner,neutral,0
The wave of unicorn IPOs reveals Silicon Valley’s groupthink,neutral,1
"China’s economic growth held steady in the latest quarter despite a tariff war with Washington, suggesting Beijing’s efforts to reverse a slowdown might be gaining traction. The world’s second-largest economy expanded by 6.4% over a year earlier in the three months ending in March",positive,1
Switzerland’s Entire Sovereign Yield Curve Is Now Negative,neutral,1
Opinion | Powell Gets His Inflation,neutral,0
The Fed begins purchases of up to $250 billion in individual corporate bonds,neutral,1
"Dow plunges by 1,000 points in worst drop of 2021 as new COVID-19 variant triggers market sell-off",negative,1
"Buy Indian stocks, which could see 10% returns in the next 6 months, says Credit Suisse",positive,0
Emergency Fed Board Meeting Called Feb 14,neutral,1
China’s economic outlook for the second half of 2021,neutral,2
China's Real Estate Developer Evergrande: Monetary Loosening The Only Way Out,neutral,1
Biden vows to double aid to developing countries vulnerable to climate crisis,positive,1
"Dow 15,000 very likely as coronavirus pandemic hits U.S. economy: strategist",neutral,1
"A sober brawl; Alcohol firms promote moderate drinking, but it would ruin them - A sober brawl",negative,0
The rise and rise of the global balance sheet: How productively are we using our wealth?,neutral,1
Employee Time &amp; Attendance Is More Important Than You Think,neutral,0
This solar farm has to switch off every second day due to negative prices,negative,1
"Since its inception, value investing has taken many forms, as Warren Buffet argued that the core of value investing is buying stocks less than their intrinsic value.",neutral,0
"Laws of utility: Definition, Types, Examples",neutral,0
"When the public thinks up is down, it's time to rethink coverage | Press Watch",neutral,0
Bernie Wants You to Own More of the Means of Production,neutral,1
Uber valued at $82bn in share listing,neutral,2
US housing market boosts case for rate rises (ING),positive,1
Sotheby’s auction house is being taken private by group controlled by art collector Patrick Drahi,neutral,0
Interview with John Hempton Regarding the Australian Housing Bubble,neutral,1
Fed to hold fire on interest rates as world economy slows,negative,1
Dollar near one-month low on bets for later Fed taper,negative,1
Impossible Foods Is Bringing Another New Plant-Based Meat to the Grocery Store,neutral,1
Pending home sales saw biggest decline on record in April because of coronavirus pandemic,negative,0
USO ETF wreaks havoc on an already volatile crude oil market,negative,1
What Coronavirus Job Losses Reveal About Racism in America,neutral,0
"Are the claims in this academic paper entitled ""The Breakdown of the Keynesian Model"" still valid and accurate today ?",neutral,1
China quitting canola addiction has Canadian farmers sweating,neutral,1
Dear Companies: Your Future Customers And Employees Want Climate Action,neutral,0
House price growth slows as housing market cools,negative,0
Kushner’s Times Square Center Moves Toward Foreclosure,neutral,1
Australia to oppose China’s bid to join trade pact until it halts strikes against exports,negative,0
Deficit Will Reach $1 Trillion Next Year,neutral,1
"A Dubai businessman is pledging to buy 100,000 Bitcoin worth up to $4.8 billion as part of a new company strategy. It’s the largest investment of its kind in the worlds history. He planning to buy up to $17 billion worth of Bitcoin in the future.",neutral,2
World’s Top Bicycle Maker Says the Era of ‘Made in China’ Is Over,neutral,0
Wells Fargo Starts Coverage of Four Cannabis Stocks As Legalization Battle Gains,neutral,1
"China GDP disappoints, third-quarter growth slows to 4.9%",negative,1
US economy grew at a solid pace in the fourth quarter,positive,1
Joel Greenblatt - Keynote Presentation at Ben Graham VI Conference,neutral,1
China tech stocks set for worst month since global financial crisis,negative,1
U.S. Economy Is Booming and So Is Financial Stress,neutral,2
Russia Is Stocking Up on Gold as Putin Ditches U.S. Dollars,neutral,1
WeWork confirms it has laid off 300 employees,negative,2
PayPal in $45 bln bid for Pinterest - sources,neutral,0
U.S. Chamber of Commerce says businesses should implement vaccine mandate until it is ‘shut down’,neutral,1
Dividend payments plunge by $42.5 billion in worst quarter for income investors since financial crisis,negative,1
A ‘wealth tax’ presents a revenue estimation puzzle - Larry Summers for The Washington Post,neutral,0
Biden imposes sanctions on Myanmar military leaders who directed coup,negative,2
America and Europe will create a joint tech council to craft new rules on trade,neutral,1
"Tesla analyst cuts Model 3 forecast, now sees bear market in stock ahead",negative,1
Cal Poly faculty vote to remove Chick-fil-A from campus,neutral,0
Inside the Fight Over Surfside Condo Collapse Site’s Future,neutral,1
"US-China trade war to cost $455bn in lost output, says IMF",negative,1
Can anybody tell me the most relevant concept under Microeconomics that relates to this article on subsidies?,neutral,1
Tilray CEO says there's a potential to grow the business by infusing whiskey with cannabis,neutral,0
U.S. regulators approve new Silicon Valley stock exchange,neutral,1
"No-deal Brexit could push pound to record low, Bank of England warns: as it happened",negative,2
The death of the American middle class and rising costs have forced fast-food chains like McDonald's and Taco Bell to try new strategies in their quest to win over budget shoppers,negative,0
The Berkshire Empire Is Quietly Collaborating More Than Ever,neutral,1
