title,prediction,sentiment
Generational Wealth Inequality,negative,negative
Elizabeth Warren’s Theory of Capitalism,negative,negative
"Mark Cuban's New Company Has 2 (Not So Kind) Words for the Pharmaceutical Industry: It's a Lesson in Empathy, Leadership, and Emotional Intelligence",negative,negative
Hiring Growth Slowed in February as Employers Struggled to Find Workers: The unemployment rate edged down to 3.8%,positive,positive
The bond market is doing something that is usually a sign for investors to â€˜flee for the hillsâ€™,negative,negative
Yahoo spin-out Altaba is selling its entire Alibaba stake and closing down,positive,negative
"Instead of competing with Amazon, a Seattle man realized his local shops were harmfully competing against each other with their own sites. He built a free extension that pulls together inventory from 1,000+ small stores so locals can shop them at the same time. Stores aren't charged fees of any kind",negative,negative
Many Politicians Claim That Increased Spending Sparks Economic Growth. Here's Why That's Misleading.,negative,negative
Alibaba has lost $344 billion in world's biggest wipeout,positive,positive
45% of millennials say cost of living hold them back from buying homes,positive,positive
"Google, Apple and Microsoft report record-breaking profits",neutral,neutral
"U.S.-China trade war has cost up to 245,000 U.S. jobs: business group study",positive,positive
Green Fintech Startup Aspiration Said in Interprivate SPAC Talks,negative,negative
It’s Time to Start Worrying About the National Debt,negative,negative
Five Decades of Middle-Class Wages: January 2019 Update,negative,negative
Bruegel: Why China should fear the EU’s carbon border tax,negative,negative
Valkyrie Investments Partners with Nasdaq in Bitcoin Futures ETF,negative,negative
Tesla’s Elon Musk Really Doesn’t Like Biden’s Spending Bill,negative,negative
China marches on towards Fourth Industrial Revolution,negative,negative
"Princeton will limit students on campus to one semester, discount tuition due to COVID-19",negative,negative
"Mortgage rates are around the lowest in three years, but buyers are suddenly much more cautious about purchasing a home. Competition is cooling, and consequently sellers can no longer command any price",positive,positive
CNBC: Key inflation gauge rises 3.6% from a year ago to tie biggest jump since the early 1990s,neutral,neutral
Ruble in trouble: Russian currency plummets amid Ukraine war sanctions,positive,positive
DoubleLine Capital CEO states “there’s easily 25% downside in the U.S. dollar”,positive,positive
JPMorgan hands boss Jamie Dimon million dollar 'special award' to stay at the bank,negative,negative
"Consumers Are At Tipping Point, So Prepare For Bear Stock Market And Recession",negative,negative
China moves to protect food delivery drivers from digital exploitation,negative,negative
Prices Are Going Up. Will It Last?,negative,negative
"Retail sales surge 3.8% in January, much more than expected amid inflation rise",neutral,neutral
Trump says he doesn’t need a trade deal with China before the 2020 election,negative,negative
Does the Jones Act Hurt Puerto Rico?,positive,positive
"Online Shopping Is Growing, But Isn’t Creating Jobs",negative,negative
Young American Adults Top $10 Trillion in Assets for First Time,negative,negative
Donald Trump’s war on cars is pushing the US closer to a recession,positive,positive
"Best Buy to furlough about 51,000 employees as its stores remain closed to customers",positive,positive
Jobs Recovery Goes Into Reverse as Pandemic Takes a New Toll,positive,positive
Evergrande will pay its next coupon and China believes the crisis is under control,negative,neutral
"Trading Tax Would Be ‘Devastating,’ High-Speed Advocates Say",positive,positive
Stock market: Dow Jones falls below 2017 level before Trump took office,positive,positive
States That Cut Unemployment Benefits Saw Limited Impact on Job Growth,positive,positive
Big Cable to Lose $264 Million in Revenue from Hidden Fees This Year Just from Customers That Left in Q1,positive,positive
Chinese developer Sinic defaults as Evergrande deadline looms,positive,positive
"Without Additional Aid to State, Local Governments, Over 5 Million Workers Could Lose Jobs by End of 2021, Economic Analysis Shows",positive,positive
Federal Reserve takes additional actions to provide up to $2.3 trillion in loans to support the economy,neutral,neutral
Progressive Website ThinkProgress Is Shutting Down Because Nobody Wants To Buy It,positive,positive
"The Folly of Protectionist Tariffs — Trump Trade War Will Hurt Poor, Working-Class Americans Most",positive,positive
"Trudeau announces Canada ban on Russian oil imports. “Today, we are announcing a ban on all imports of crude oil from Russia, an industry that has benefited President Putin and his oligarchs greatly,”",negative,negative
"Almost 60 percent of business closures are now permanent, new Yelp data shows",positive,positive
Florida Is the Big Winner as the Wealthy Move Out of Northern States,neutral,neutral
"Contact Lens Start-Up, Big on Social Media, May Be Bad for Eyes, Doctors Say",positive,positive
China’s central bank signals easing as recovery risks mount,neutral,neutral
US stocks rally again to record highs as earnings smash expectations — 'Is it different this time?',negative,negative
"Iconic U.S. brands Coca-Cola, Pepsi and McDonald's suspend business in Russia",positive,positive
"Govt clueless about economic crisis, stealing from RBI: Congress",negative,negative
The Amazon Influencer Programme is bringing up sales of ordinary household items by up to 30%,negative,neutral
Here’s why China’s trade war threat to restrict rare earth minerals is so serious,negative,negative
"Facebook clarifies that the data is better interpreted as “teens who have lower life satisfaction more likely to say Instagram makes their mental health worse than teens who are satisfied with their lives"". What are your thoughts on this?",negative,negative
"Delta variant of Covid-19 isn’t expected to dent robust U.S. recovery. Economists see continued spending, hiring and limited disruptions as health officials try to avoid restrictions and boost vaccinations.",positive,neutral
Women Did Everything Right. Then Work Got ‘Greedy.’ - How America’s obsession with long hours has widened the gender gap.,negative,negative
"Over 4 Million Workers Quit in August, the 5th Month of Record Exits",positive,positive
"Toys R Us retrenches again, shutters its last 2 US stores",positive,positive
"Benefits of clean energy tax credits far outweigh costs, new analysis finds",neutral,neutral
"After reducing headcount by thousands during the depths of the pandemic, the airlines industry is grappling with shortages, and are now offering premium pay to hefty signing bonuses. This despite an infusion of $54 billion in federal aid to help cover payroll expenses last year - Reuters",positive,positive
China says existing U.S. tariffs must be removed for a trade deal,positive,positive
Billionaire investor Stanley Druckenmiller dumped Facebook parent Meta before its one-day $230 billion wipeout — and took stakes in Snap and Chevron,positive,positive
"Burned in 2008, Americans Are Refusing to Tap Their Home Equity",positive,positive
"AT&amp;T Has Now Eliminated 41,000 Jobs Since Its $42 Billion Trump Tax Cut",positive,positive
"The COMPETES Act: Finally, Robust Industrial Policy",negative,neutral
Pension Funds Are Going To Be Destroyed In The Next Recession,positive,positive
"Trump’s steel tariffs cost U.S. consumers $900,000 for every job created, experts say",positive,positive
Vietnam Plans to Cut U.S. Pork Tariffs as Trade Tensions Ease,positive,positive
HSBC struggles to draw Big Four accountants to $94m-a-year audits,positive,positive
"U.S. Jobless Claims Pull Back More Than Expected To 326,000",positive,positive
"World’s Food Supplies Get Slammed by Drought, Floods and Frost",positive,positive
Hong Kong Expats Eye Exit as Protests Threaten ‘World City’,positive,positive
Real-Time Market Monitoring Finds Signs of Brewing U.S. Housing Bubble,positive,positive
"Since 1989, there have been 15 times when the stock market rallied when earnings expectations declined",negative,negative
Cancel Billionaires - Wealth Inequality Hurts Society,positive,positive
It's Official: The Yield Curve is Triggered. Does a Recession Loom on the Horizon?,positive,positive
Crippling lockdown costs Australian economy $1b a week - NZ Herald,positive,positive
"Workplace Raids Increase Under Trump Administration, Few Companies Prosecuted",positive,positive
"Trump's Trade War Cost U.S. More Than $3 Billion A Month, Economists Say",positive,positive
"Corn `Train Wreck' Worse Than Forecast, U.S. Farmers Warn",positive,positive
"Schumer, Pelosi agree to pursue $2 trillion infrastructure deal with Trump",negative,neutral
Negative nominal interest rates and the bank lending channel,positive,positive
The Resilience of Costco,negative,neutral
"Baby Boomers Are Dangerously Short on Retirement Savings, Data Shows",positive,positive
The Netherlands Surpasses Wildest Predictions For Tesla Mode,neutral,neutral
Deutsche Bank to quit Asian equities trading in 'radical' overhaul,positive,positive
Central Bankers Are Spooked by Signs That Inflation Is Lingering for Longer,positive,positive
Inflation keeps weighing on consumer confidence,positive,positive
"Stocks, U.S. Futures Dip on Inflation, China Risks: Markets Wrap",positive,positive
Chinese developer Fantasia misses repayment deadline,positive,positive
Protesters in China besiege an indebted property developer | The Economist,positive,positive
Amazon Stock Loses $130 Billion In Market Value After $885 Million Fine And Disappointing Earnings Report,positive,positive
"The US needs 50,000 truck drivers to avoid a shipping squeeze",positive,positive
"Jens Weidmann casts a shadow over the ECB - If he simply validated the orthodox German view as president, it would be a disaster",negative,negative
"Investors Should Worry If Climate Goals Are Missed, Mercer Warns",positive,positive
Physician and Nurse Incomes Have Increased Tremendously,neutral,neutral
"Mortgage rates are now breaking to new lower territory, and they could stay there for months",positive,positive
The Numbers Are in: Social Security Robs the Working Poor,positive,positive
Nvidia Crushed Earnings Estimates. Its Stock Is Slipping,positive,positive
Why is IMF's estimation of GDP higher than UN's and WBG's in most of the cases?,negative,negative
"Mississippi casinos are setting revenue records, outpacing pre-COVID numbers........this record increase on casino revenue is a nationwide phenomenon in virtually every gaming jurisdiction with sports betting seeing huge increases as well. What does this say about the USA considering inflation?",negative,negative
Bank of England finds QE did not increase bank lending: who would have thought,negative,negative
"Airbnb’s exponential growth worldwide is devouring an increasing share of hotel revenues and also driving down room prices and occupancy rates, suggests a new study, which also found that travelers felt Airbnb properties were more authentic than franchised hotels.",positive,positive
Britain to raise minimum wage to 9.50 pounds a hour,neutral,neutral
U.S. Budget Deficit Already Exceeds Last Year’s Total Figure,positive,positive
US Treasury Secretary Steven Mnuchin: I Have 'Very Serious Concerns' About Facebook's Libra,positive,positive
DOJ announces agreement on $26 billion merger between TMobile and Sprint,negative,negative
The science of networking. A study found that catching up with colleagues in different departments was linked to salary growth and employee satisfaction,negative,negative
"Tyson linked to 4,500 COVID-19 cases, as meat industry blames workers",positive,positive
"Consumer Confidence Slips, Driven By Decline In Confidence In Personal Finances",positive,positive
Soho China shares plunge 40% after Blackstone deal collapses,positive,positive
German inland shipping falls 11.1 pct in 2018,positive,positive
What do you think the potential effects of a high market cap to GDP ratio could be?,negative,negative
Indigenous climate activists denounce Cop26 deal,positive,positive
"Stocks Fall, Oil Leaps as Ukraine Crisis Deepens",positive,positive
Map: Cities in the South are being held back by student debt,positive,positive
Japan: each elderly couple needs 20 million yen ($184') in savings to make up for public pension shortfall,negative,negative
A Wave of Bankruptcies and Foreclosures Appears to be Building,positive,positive
Escalated Russia-Ukraine conflict would keep inflation higher longer -IMF,positive,positive
Chinese authorities have told Evergrande's billionaire founder to use his own money to pay down the company's $300 billion debt,positive,positive
Can China Hold On to Its Property Balloon? Not Likely. Home price to annual income ratio is 46 in Beijing and Shenzhen — compared to 9 in NY City.,positive,positive
"No, the unemployment rate didn’t really drop in May",positive,positive
FedEx to end Amazon contract for FedEx Express plane service,positive,positive
"Trump Mixes Economic and National Security, Plunging the U.S. into Multiple Fights",positive,positive
"4-Day Workweek Boosted Workers' Productivity By 40%, Microsoft Japan Says",neutral,neutral
"On Wednesday, The Wall Street Journal published an opinion piece in which Mr. Stephen Moore called the Fed the “last major obstacle” to a sustained economic boom //",negative,negative
Biden backs lower income cap for direct payments in $1.9 trillion relief package,neutral,neutral
"National Rifle Association files for bankruptcy, seeking to escape New York lawsuit",positive,positive
"‘Maxed out’: 48% of Canadians on brink of insolvency, survey says",positive,positive
"New Stores Are Still Opening, Retail Hiring At Record Pace",neutral,neutral
"Smaller packs, same price: curse of ‘shrinkflation’ hits shoppers’ baskets",positive,positive
"The Jobs Report Was Good, but the Economy Is Still Bad",positive,positive
Americans Haven’t Been This Down on Housing Market Since 1982,positive,positive
Higher inflation will push Americans back to work and cool speculative markets,neutral,neutral
"Biden plan with $2,000 stimulus checks expected to include expanded child tax credit",negative,neutral
"China Threatens to Place Apple, Boeing, and Other U.S. Firms on ‘Unreliable Entities’ List",positive,positive
Losing the inflation anchor,negative,negative
Boeing Expects a $5.6 Billion Hit for 737 Max Disruptions,positive,positive
Rival Emerges to Lithium-Ion Batteries: New Potassium Metal Technology,negative,neutral
Stolen Data of 533 Million Facebook Users Leaked Online,positive,positive
"UK wages flatline as robots take skilled jobs, pushing workers into low-paid roles",positive,positive
America’s Upper Middle Class Feeling the Pinch Too,positive,positive
IMF's firepower insufficient to respond to major new crisis: BIS head,negative,negative
"IMF $650 billion reserves distribution clears last hurdle in ""unprecedented"" move",negative,negative
Boeing's Bad Decisions Seem Boundless,positive,positive
U.S. to Delay Some China Tariffs Until Stores Stock Up for Holiday Shoppers,positive,positive
Fed Unlikely to Order Big U.S. Banks to Suspend Dividends,positive,positive
Andrew Yang: We're undergoing the greatest economic transformation in our history (opinion) - CNN,negative,negative
China's forex reserves rise in July,neutral,neutral
"America risks doing too little, not too much, to save the economy",negative,negative
Asian Supply Bottlenecks Add To Breakneck Inflation (Northern Trust),positive,positive
"Joseph E. Stiglitz: After Neoliberalism. For the past 40 years, advanced economies have been pursuing a free-market agenda of low taxes, deregulation, and cuts to social programs. This approach has failed spectacularly; the question is what will – and should – come next.",negative,negative
"US Fed Chairman: ""Expectations Are Very High"" for Facebook's Libra",neutral,neutral
Harvard To Divest $42 Billion Endowment From Fossil Fuels After Years Of Student Protest,negative,positive
Top German court issues first ruling in 'cum-ex' case,negative,positive
Paul Krugman sites great science on how the trade war made the US poorer.,negative,negative
The “Build Back Better” Childcare Disaster,neutral,neutral
Ukraine War Promises More Chaos for Automakers -,positive,positive
Business Insider: The Biden administration could sidestep McConnell's refusal to pay America's bills by minting a $1 trillion platinum coin,negative,neutral
Saudi Aramco Emerges Ahead Of Apple As World’s Most Profitable Company,neutral,neutral
The $15 minimum wage was supposed to hurt New York City restaurants — but both revenue and employment are up,positive,positive
The Growing Debate over Elizabeth Warren's Wealth Tax,negative,positive
How feasible is a negative income tax,negative,negative
Supreme Court Ends Bidenâ€™s Eviction Moratorium,positive,positive
"Hong Kong disappears from Heritage Foundationâ€™s â€˜worldâ€™s freest economiesâ€™ rankings, as compilers list the city under China for first time",positive,positive
Long live the labour shortages,negative,negative
Kyle Bass says US interest rates will follow the rest of the world to zero â€” 'This is insane',negative,negative
Prosperity comes at 'devastating' cost to nature: A landmark review has called for transformational change in our economic approach to nature.,negative,negative
â€œDeaths of despairâ€: The deadly epidemic that predated coronavirus. Mortality rates were on the rise in the US long before Covid-19.,negative,negative
Insurance experts rank climate change as top risk for 2019,negative,neutral
Africaâ€™s Crypto Market has Grown by $105.6 Billion in the Last Year,neutral,neutral
Italy: The daunting economic challenges facing Giorgia Meloni,negative,negative
The Scourge of the Female Chore Burden,positive,positive
How Games Workshop grew to become more profitable than Google | Board games,negative,negative
"If Russian Currency Reserves Arenâ€™t Really Money, the World Is in for a Shock",positive,positive
Most workers report being equally or more productive when working from home,negative,positive
The Macroeconomic Implications of Bidenâ€™s $1.9 Trillion Fiscal Package,positive,positive
Airlines have completely stopped ordering the 737 Max,positive,positive
How Atlanta plans to get to 100% green energy by 2035,negative,negative
Nike CEO John Donahoe warns employees that layoffs are coming very soon,positive,positive
China to create new stock exchange in Beijing for smaller companies: Xi,negative,negative
Top U.S. publishers sue Amazon's Audible for copyright infringement,positive,positive
Volkswagen exploring IPO of luxury carmaker Porsche -sources,negative,negative
"1.48 million people filed for first-time unemployment last week, worse than predictions",positive,positive
GirlsDoPorn.com faces trial for allegedly filming 22 women under false pretenses,positive,positive
Build Back Better Act: Details &amp; Analysis of the $3.5 Trillion Budget Reconciliation Bill,negative,negative
A simple macroeconomic model based on Modern Monetary Theory,negative,negative
US consumer sentiment falls for the first time in 4 months as spiking COVID-19 cases spur worry,positive,positive
Empirically grounded technology forecasts and the energy transition,negative,negative
White House 'free marketeers' raised concerns over coronavirus price-gouging crackdown,positive,positive
Friedman vs Phillips: A historic divide,negative,negative
"Biden’s claim that with a $15 minimum wage, ‘the whole economy rises’",neutral,neutral
Billions in the Ground: The Race to Harvest North Korea's Rare Earth Reserves,negative,negative
Inflation has many retirees worried about outliving their savings,positive,positive
Fewer international students studying in the U.S. cost the country $1.8 billion last year,positive,positive
"Beyond Meat stock briefly trades above $200, hits a new all-time high",neutral,neutral
International evidence for Keynesian economics without the Phillips curve,negative,negative
Nearly Three Quarters of Economists Say $15 Minimum Wage Is Bad Idea,positive,positive
Can Democrats See What’s Coming?,negative,negative
"Nobel winner’s evolution from ‘dark realist’ to just plain realist on climate change. In new book, William Nordhaus says there’s a better way to frame the challenges posed by global warming and find solutions",negative,negative
It’s time to move past employer-based health insurance,negative,negative
A Study of 2.7 Million Startups Found the Ideal Age to Start a Business (and It's Much Older Than You Think),negative,negative
Didi: Chinese ride-hailing giant denies plans to go private,negative,negative
American Hobby Store Getting Killed by Trump's Tariffs,positive,positive
The Anatomy of a Market Correction,negative,negative
Samsung Picks Texas Site for Advanced U.S. Chip Plant,negative,negative
The Fed’s ultraloose monetary policy could hurt both the economy and Biden’s agenda,positive,positive
China Asks Didi to Delist From U.S. On Security Fears,negative,negative
"If we’re serious about changing the world, we need a better kind of economics to do it - Guardian Opinions",negative,negative
Why Biden Can’t Win On Inflation,negative,negative
"The first day of work at Nike, Salesforce, IBM, and SEGA",negative,negative
America’s Inflation Debate Is Fundamentally Confused,negative,negative
Why Does Trump Want to Turn America Japanese?,negative,negative
How can the debt caused by Covid-19 be dealt with?,negative,negative
"Long-term trends in income inequality: Winners and losers of economic change in Ghana, 1891–1960",negative,negative
How Amazon paid zero in taxes on its billions.,negative,negative
Does anybody use this website? tradingeconomics.com,negative,negative
Tesla reaches milestone with first $1B quarterly profit,neutral,neutral
Common Misconceptions about the Consumer Price Index: Questions and Answers : U.S. Bureau of Labor Statistics,negative,negative
Americans lost $304 million on dating apps last year,positive,positive
Report: Consumers on track for record year of debt repayment before coronavirus hit,neutral,neutral
"Coronavirus for kids without internet: Quarantined worksheets, learning in parking lots",negative,negative
CNN: Pelosi says raising the debt ceiling won't be part of reconciliation package,negative,negative
Proposed IRS reporting of bank account information upsets Ohio’s community banks and Republican legislators,positive,positive
"Costa Coffee gives staff 5% pay rise as it looks to recruit 2,000 workers",neutral,neutral
False Freedom: Sharing the Scraps from the Perilous Gig Economy,negative,negative
Six Things They’re Not Telling You About Inflation,negative,negative
New Kent woman who helped journalists expose financial corruption may soon be imprisoned,negative,negative
Lie Flat Meets the Great Resignation,negative,negative
Hong Kong for International Business: Stick a Fork in It | China Law Blog,negative,negative
Why Airlines Should Fear Self-Driving Cars,negative,negative
Stock market's value under Trump has grown by $6.9 trillion to $30.6 trillion,neutral,neutral
BMW profits rise to €3.4bn as focus turns to more expensive cars,neutral,neutral
"Amazon's delivery contractors announce upward of 2,000 layoffs even as the mega-retailer's logistics demand balloons",positive,positive
US to boost gas exports to Germany under deal with EnBW,neutral,neutral
How to keep your employees from joining the ‘Great Resignation’,negative,negative
Manufacturing sector contracts for the first time in nearly a decade,positive,neutral
"Ford is cutting 12,000 jobs in Europe to increase profitability",positive,positive
Auto sector slowdown: Too many cars; too few buyers,positive,positive
Trucking company to lay off more than 400 workers,positive,positive
Mainstream media &amp; politicians (e.g. Kamala Harris) are still talking about the Gender Pay Gap -- Anything to it?,negative,negative
New Zealand deals with first Pfizer vaccine related death. Puts on Pfizer anyone?,negative,negative
"Rich countries tend to have a bigger middle-class, except the USA",negative,negative
What is a $15 wage really worth? Depends where you live,negative,negative
"Exclusive: Biden to name Gary Gensler as U.S. SEC chair, sources say",negative,negative
The Trade War between the U.S. and China: A Prisoner’s Dilemma,negative,negative
PG&amp;E says it has $34.45 billion in debt financing for reorganization,negative,negative
Myth of Nordic Socialism,negative,negative
"Global Digital Banking; Interview With Jason Blick, the CEO of EQIBank.",negative,negative
U.S. Worker Productivity Advances at Best Rate Since 2010,neutral,neutral
Binance CEO says he’s willing to step down as world’s biggest crypto exchange welcomes regulation,negative,negative
Can the 37 Year-Old Dissolution of ATT Teach Us Anything About a Big-Tech Breakup?,negative,negative
Neil Young calls on baby boomers to boycott four big banks,positive,positive
"The Myth of Swedish ""Socialism"" (Spoiler Alert - its mostly Capitalism)",negative,negative
The Great Supply-Chain Massacre by Diane Coyle,negative,negative
The Bored Ape Yacht Club founders weren't doxxed,negative,negative
Colorado Caps Insulin Co-Pays At $100 For Insured Residents,negative,negative
Little shop of horrors – the Fed’s repo facility (RBC Capital Markets),negative,negative
$35tn wealth surge provides solid platform for US growth (ING),neutral,neutral
"System D: the ""underground"" free marketplace that employs 50% of the global population. It is hiding in plain sight.",negative,negative
Nygren Presentation at CFA Brazil,negative,negative
What would two of the world's most famous economists think about Bitcoin ?,negative,negative
Austerity Is Murder - An Introduction To Modern Monetary Theory!,negative,negative
Pharma's Secret to Lobbying for Higher Drug Prices?,negative,negative
"Tasks, Automation, and the Rise in US Wage Inequality",negative,negative
"With $22 billion plan, Israel ups 2030 renewable energy target from 17% to 30%",neutral,neutral
"College Majors, Occupations, and the Gender Wage Gap",negative,negative
"Exxon posts strongest results since 2017, pledges to resume share buybacks",neutral,neutral
Central banks should consider giving people money,negative,negative
136 nations agree to biggest corporate tax deal in a century,negative,neutral
"Juul CEO is out, and it stops all advertising as vaping crisis escalates",positive,positive
Ontario Teachers' Pension Plan looks at commodities for hedge against inflation,negative,negative
"Majority of Bitcoin Trading is a Hoax, New Study Finds",negative,negative
China's Xinhua presents news using robot news anchor,negative,negative
US economy faces 'real risk of recession',positive,positive
Are Syringe Exchange Programs Helpful or Harmful? New Evidence in the Wake of the Opioid Epidemic,negative,negative
"JPMorgan Chase CEO Jamie Dimon on jobs, tariffs and politics.",negative,negative
Who Pays for Tariffs and Trade Restrictions? Consumers Do.,negative,negative
Ronna McDaniel: Pennsylvanians can’t afford Biden’s economic crisis,positive,positive
Poverty in America - The best way to eradicate poverty in America is to focus on children | Special report | The Economist,negative,negative
What to Expect from the New G20 Crypto AML Regulation,negative,negative
Vulnerable Senate Dems try to run as tax-cutters,positive,negative
Opinion | Urban myths about economics have taken root — and the cost is high,negative,negative
"Cannabis legalization is turning Toronto into the weed capital of the world. Here, a look at who’s getting rich off reefer",negative,negative
Finance profits before/after repeal of Glass Steagall Act,negative,negative
China housing market slumps again as another developer runs into trouble | China,positive,positive
"Judy Shelton, Trump’s controversial pick for the Fed, expected to be approved by Senate banking panel this week",negative,negative
5 Simple Things Everyone Should Know About Inflation,negative,negative
Trump is leading a global attack against central banks. It could end in disaster.,positive,positive
The Evolution of Household Net Worth during COVID-19,negative,negative
Industrial production falls 0.5% amid big decline in auto output,positive,positive
Libra is imperialism by stealth,negative,negative
A 29-year-old mayor gave his city’s poorest residents $500 a month. Here's how they spent the money.,negative,negative
"In 1999, Donald Trump supported a wealth tax more severe than anything Elizabeth Warren is proposing",negative,negative
Snoop Dogg takes over Death Row Records brand as owner,negative,negative
The wave of unicorn IPOs reveals Silicon Valley’s groupthink,negative,negative
"China’s economic growth held steady in the latest quarter despite a tariff war with Washington, suggesting Beijing’s efforts to reverse a slowdown might be gaining traction. The world’s second-largest economy expanded by 6.4% over a year earlier in the three months ending in March",neutral,neutral
Switzerland’s Entire Sovereign Yield Curve Is Now Negative,negative,negative
Opinion | Powell Gets His Inflation,negative,negative
The Fed begins purchases of up to $250 billion in individual corporate bonds,negative,negative
"Dow plunges by 1,000 points in worst drop of 2021 as new COVID-19 variant triggers market sell-off",positive,positive
"Buy Indian stocks, which could see 10% returns in the next 6 months, says Credit Suisse",neutral,neutral
Emergency Fed Board Meeting Called Feb 14,negative,negative
China’s economic outlook for the second half of 2021,negative,negative
China's Real Estate Developer Evergrande: Monetary Loosening The Only Way Out,negative,negative
Biden vows to double aid to developing countries vulnerable to climate crisis,neutral,neutral
"Dow 15,000 very likely as coronavirus pandemic hits U.S. economy: strategist",negative,negative
"A sober brawl; Alcohol firms promote moderate drinking, but it would ruin them - A sober brawl",positive,positive
The rise and rise of the global balance sheet: How productively are we using our wealth?,negative,negative
Employee Time &amp; Attendance Is More Important Than You Think,negative,negative
This solar farm has to switch off every second day due to negative prices,positive,positive
"Since its inception, value investing has taken many forms, as Warren Buffet argued that the core of value investing is buying stocks less than their intrinsic value.",negative,negative
"Laws of utility: Definition, Types, Examples",negative,negative
"When the public thinks up is down, it's time to rethink coverage | Press Watch",negative,negative
Bernie Wants You to Own More of the Means of Production,negative,negative
Uber valued at $82bn in share listing,negative,negative
US housing market boosts case for rate rises (ING),neutral,neutral
Sotheby’s auction house is being taken private by group controlled by art collector Patrick Drahi,negative,negative
Interview with John Hempton Regarding the Australian Housing Bubble,negative,negative
Fed to hold fire on interest rates as world economy slows,positive,positive
Dollar near one-month low on bets for later Fed taper,positive,positive
Impossible Foods Is Bringing Another New Plant-Based Meat to the Grocery Store,negative,negative
Pending home sales saw biggest decline on record in April because of coronavirus pandemic,positive,positive
USO ETF wreaks havoc on an already volatile crude oil market,positive,positive
What Coronavirus Job Losses Reveal About Racism in America,negative,negative
"Are the claims in this academic paper entitled ""The Breakdown of the Keynesian Model"" still valid and accurate today ?",negative,negative
China quitting canola addiction has Canadian farmers sweating,positive,negative
Dear Companies: Your Future Customers And Employees Want Climate Action,negative,negative
House price growth slows as housing market cools,positive,positive
Kushner’s Times Square Center Moves Toward Foreclosure,negative,negative
Australia to oppose China’s bid to join trade pact until it halts strikes against exports,positive,positive
Deficit Will Reach $1 Trillion Next Year,negative,negative
"A Dubai businessman is pledging to buy 100,000 Bitcoin worth up to $4.8 billion as part of a new company strategy. It’s the largest investment of its kind in the worlds history. He planning to buy up to $17 billion worth of Bitcoin in the future.",negative,negative
World’s Top Bicycle Maker Says the Era of ‘Made in China’ Is Over,negative,negative
Wells Fargo Starts Coverage of Four Cannabis Stocks As Legalization Battle Gains,negative,negative
"China GDP disappoints, third-quarter growth slows to 4.9%",positive,positive
US economy grew at a solid pace in the fourth quarter,neutral,neutral
Joel Greenblatt - Keynote Presentation at Ben Graham VI Conference,negative,negative
China tech stocks set for worst month since global financial crisis,positive,positive
U.S. Economy Is Booming and So Is Financial Stress,negative,negative
Russia Is Stocking Up on Gold as Putin Ditches U.S. Dollars,negative,negative
WeWork confirms it has laid off 300 employees,positive,positive
PayPal in $45 bln bid for Pinterest - sources,negative,negative
U.S. Chamber of Commerce says businesses should implement vaccine mandate until it is ‘shut down’,negative,negative
Dividend payments plunge by $42.5 billion in worst quarter for income investors since financial crisis,positive,positive
A ‘wealth tax’ presents a revenue estimation puzzle - Larry Summers for The Washington Post,negative,negative
Biden imposes sanctions on Myanmar military leaders who directed coup,positive,positive
America and Europe will create a joint tech council to craft new rules on trade,negative,negative
"Tesla analyst cuts Model 3 forecast, now sees bear market in stock ahead",positive,positive
Cal Poly faculty vote to remove Chick-fil-A from campus,negative,negative
Inside the Fight Over Surfside Condo Collapse Site’s Future,negative,negative
"US-China trade war to cost $455bn in lost output, says IMF",positive,positive
Can anybody tell me the most relevant concept under Microeconomics that relates to this article on subsidies?,negative,negative
Tilray CEO says there's a potential to grow the business by infusing whiskey with cannabis,negative,negative
U.S. regulators approve new Silicon Valley stock exchange,negative,negative
"No-deal Brexit could push pound to record low, Bank of England warns: as it happened",positive,positive
The death of the American middle class and rising costs have forced fast-food chains like McDonald's and Taco Bell to try new strategies in their quest to win over budget shoppers,positive,positive
The Berkshire Empire Is Quietly Collaborating More Than Ever,negative,negative
UK economy shrinks record 20.4% in April due to lockdown,positive,positive
Footwear company Wolverine Worldwide buys Lululemon competitor Sweaty Betty for $410 million,negative,negative
This blockchain-based card game shows us the future of ownership [MIT Technology Review],negative,negative
"Analyst: Alphabet should spin off YouTube, would be worth $300 billion",negative,negative
"Gobbling China’s exports, US sinks into dependency",positive,positive
Mexico Considers Using $12 Billion IMF Windfall to Pay Debt,negative,negative
US farmers who sell to China feel pain of Beijing’s tariffs,positive,positive
Central Asia's largest off-the-grid solar project in Afghanistan.,negative,negative
Why China fell out of love with New York property,negative,negative
"Boeing Built an Unsafe Plane, and Blamed the Pilots When It Crashed",positive,positive
"Americans will likely see ""uncomfortably high"" inflation this year, Treasury Secretary Janet Yellen says",positive,positive
"Uber, losing billions, freezes engineering hires",positive,positive
Why the Fed is about to stop the party on Wall Street (and what it means for you),negative,negative
"$14,000 fines for unvaccinated workers under Biden's new COVID rules",positive,positive
Singapore slows the pace of reopening as Covid cases haven't declined significantly,positive,positive
German industry continues to suffer under supply chain frictions (ING),positive,positive
"Carlos Ghosn bets on China economy, calls on Japan to fix ‘outdated’ justice system",negative,negative
"Stocks making the biggest moves premarket: Home Depot, Macy's, Medtronic and others",negative,negative
Have The Boomers Ruined Everything? Are mistakes of the past creating a crisis for younger Americans?,positive,positive
