,title,sentiment
777,"Currency collapse fuels mass protests in Lebanon; The Lebanese pound, which has officially been pegged at 1,500 to the dollar for two decades, fell to 6,000 to the dollar on the parallel market on Thursday. The pound started the week at 4,000 to the dollar, falling 50 per cent in four days",2
778,China Moves To Restrict Financing For Russian Commodities,2
779,How Much Longer can the US Consumer support the US Economy?,2
780,S&amp;P says it believes China Evergrande default still ‘highly likely’,0
781,Big Oil Profits Surge to $174 Billion in 2021 Amid Rising Gas Prices: Report,0
782,Ackman's fund zooms ahead as he casts himself as corporate helpmate,0
783,"Americans Can’t Afford a $400 Surprise Expense, or Can They? - Barron's",2
784,"Saudi, Emirati Leaders Decline Calls With Biden During Ukraine Crisis",2
785,"U.S. Senator Manchin opposes $2,000 direct checks amid COVID-19",2
786,United Airlines set to fire nearly 600 workers for defying vaccine mandate,1
787,What is Inequality?,0
788,"Google, Apple and Microsoft report record-breaking profits",1
789,Cash flow clarity - Mauboussin,0
790,Record UK government borrowing surplus in January,1
791,China to be ‘stabilizer’ of global economy in 2022,2
792,"Joseph E. Stiglitz: After Neoliberalism. For the past 40 years, advanced economies have been pursuing a free-market agenda of low taxes, deregulation, and cuts to social programs. This approach has failed spectacularly; the question is what will – and should – come next.",1
793,Risk Parity beats the Endowment Model according to PanAgora Research,1
794,SEC Charges Quant Analyst in Multimillion Dollar Front-Running Scheme,2
795,Inflation is driving a sharp downturn in U.S. consumer views about the economy.,1
796,Jay Clayton says he will step down early as head of the SEC at the end of 2020,0
797,"Retail sales surge 3.8% in January, much more than expected amid inflation rise",0
798,Harvard To Divest $42 Billion Endowment From Fossil Fuels After Years Of Student Protest,0
799,45% of millennials say cost of living hold them back from buying homes,1
800,Here’s why America’s $1.5 trillion student-loan crisis has spiralled out of control,2
801,Bloomberg: Japan’s Economy Shrinks -3% as PM Kishida Mulls Stimulus Package,0
802,What drives house prices: Some lessons from the literature,0
803,World Bank Forecasts Worst Economic Slump In 40 Years ...,2
804,"US added 128,000 jobs in October, vs 75,000 expected",1
805,Hong Kong's resistance and U.S. shame - the nexus of June 4 and July 4,1
806,Trump’s tariffs are expected to hit women and lower-income Americans the hardest,1
807,Chinese Property Developer Fantasia Missed Debt Payment. (Title with corrected grammar),0
808,Top German court issues first ruling in 'cum-ex' case,0
809,China Evergrande applies for bond trading suspension after downgrade,1
810,'Complete collapse of economies' ahead as Africa faces virus,1
811,Ilhan Omar unveils bill to cancel rent and mortgage payments amid pandemic,0
812,"Countries that help working class students get into university have happier citizens, finds a new study, which showed that policies such as lowering cost of private education, and increasing intake of universities so that more students can attend act to reduce ‘happiness gap’ between rich and poor.",1
813,Yahoo spin-out Altaba is selling its entire Alibaba stake and closing down,2
814,McKinsey study on automation and the future of work - increasing potential for mass job displacement.,2
815,"Guardian: Biden administration seeking to empower IRS to close illegal tax gap, amounting to $600bn in lost revenue annually",1
816,What’s it like to live on less than $2 a day?,2
817,"In Argentina, nearly half in poverty as coronavirus lockdowns deepen economic crisis",2
818,Germany's Deep Rooted Obsession With Saving - A Brief History,2
819,"According to a new study, Cyber security spending by businesses climbed to $13 million per company in 2018, an increase of 12% on the previous year.",1
820,Marriott warns of ‘fight for talent’ as hotels struggle to find staff,1
821,Everyday Economists | The postwar generation understood why a prosperous working class is crucial to the economy. Can economics be accessible again to ordinary Americans?,0
822,A new macroeconomic theory,0
823,A tenth of UK millionaires paid lower rate of tax than someone earning just £15k,1
824,The “Build Back Better” Childcare Disaster,2
825,Ukraine War Promises More Chaos for Automakers -,0
826,Airbnb is laying off a quarter of its staff - Vox,1
827,Why raising interest rates won’t help the economy – but may harm central bank credibility,1
828,Huawei prepares for 40%-60% fall in international smartphone shipments- Bloomberg,2
829,Yield curve inverts once again on fears the Fed won't save the economy from recession,1
830,German inflation hits fresh 13-yr high in August,2
831,"Big Business Steps Up For Clean Energy, Even As Washington Stands Down",0
832,Business Insider: The Biden administration could sidestep McConnell's refusal to pay America's bills by minting a $1 trillion platinum coin,2
833,Dow futures point to 300-point gain after ECB announces massive stimulus package,0
834,China Considers Canceling Trade Talks With U.S.,0
835,Jack Ma vs Xi Jinping: the future of private business in China,2
836,Saudi Aramco Emerges Ahead Of Apple As World’s Most Profitable Company,2
837,"Asian women and men earned more than their White, Black, and Hispanic counterparts in 2017 : The Economics Daily: U.S. Bureau of Labor Statistics",1
838,CNBC: Sen. Joe Manchin says there's no way to pass $3.5 trillion budget bill by September 27,2
839,Billionaire Bill Ackman Hires Minority-Owned Investment Banks To Co-Lead $4 Billion Deal,0
840,"States That Ended Unemployment Benefits Early Saw a $2 Billion Drop in Spending, New Study Says",1
841,China marches on towards Fourth Industrial Revolution,0
842,HSBC CEO John Flint Steps Down,0
843,HIRING HEADACHES: Austin's stretched labor market poised to get even tighter,1
844,The Growing Debate over Elizabeth Warren's Wealth Tax,0
845,Atlanta Fed GDPNow model cuts U.S. Q3 GDP growth to 1.3% from 2.3%,1
846,Real weekly earnings up 3.7 percent for year ended December 2020,0
847,Supreme Court Ends Bidenâ€™s Eviction Moratorium,0
848,One billion ounces of silver traded in London on Monday as prices surged,0
849,"Dow 35,000: Inside the climb ahead of the Federal Reserve meeting",0
850,"Hong Kong disappears from Heritage Foundationâ€™s â€˜worldâ€™s freest economiesâ€™ rankings, as compilers list the city under China for first time",0
851,Delta variant fears send Dow tumbling more than 700 points in worst one-day decline of 2021,1
852,WalkMe's Platform Is Built To Help CIOs Drive Digital Transformation,0
853,Black community braces for next threat: Mass evictions. (Blacks and Latinos are twice as likely to rent),0
854,"India's GDP growth in 2021-22 seen at 8.3%, says World Bank report",0
855,Home Prices Are Surging. The Manufactured-Housing Industry Sees an Opening.,0
856,More Americans are taking jobs without employer benefits like health care or paid vacation,0
857,Close to Home: Does Proximity to a Homeless Shelter Affect Residential Property Values in Manhattan?,0
858,13 real-estate agents reveal their strangest requests from clients,2
859,Amazon's second headquarters clears blocks in Virginia funding vote,2
860,"China tariffs could lead to a â€˜Bible taxâ€™ in the US, say Christian publishers",0
861,"Four-day week 'an overwhelming success' in Iceland: Â« Workers reported feeling less stressed and at risk of burnout, and said their health and work-life balance had improved. Â»",0
862,Bruegel: Science is clear: climate action canâ€™t wait any longer,0
863,"Facebookâ€™s $6 Billion India Bet Kindles War With Amazon, Walmart",2
864,The bond market is doing something that is usually a sign for investors to â€˜flee for the hillsâ€™,0
865,JPMorganâ€™s Small Business Loans Instead Went to Its Biggest Customers,0
866,The Nasdaq Hit a High. Can We Call It a Bubble?,0
867,Identifying Value Traps with Deep Learning,0
868,Long live the labour shortages,1
869,Chinaâ€™s Consumers Arenâ€™t Spending. A Bad Omen for Other Countries?,2
870,Investors need to pay attention to the capital cycle,0
871,Curreen Capital Q3 Letter,0
872,The Radical Lucrative and Controversial Company Hiding in S. Schwarzman's Pocket,0
873,"Japan deliberately manipulated Korean currrency in it's ""Phased Plan""",0
874,"Toyota Shuts Factory, Sales to Russia Indefinitely",2
875,"Itâ€™s estimated that Google handles 3.5 billion queries per day. In comparison to Baidu (The largest search engine in China), which handles 3.3 billion queries per day. China's population forecast to peak at 1.44bn in 2029. Might Google turn into the 2nd largest search engine?",0
876,"Profile of Lordstown, OH, where GM shut down a Cruze plant in March",1
877,The US is increasingly a net debtor nation. Should we worry?,1
878,Prosperity comes at 'devastating' cost to nature: A landmark review has called for transformational change in our economic approach to nature.,1
879,How exactly does Elon Muskâ€™s $420 tweet increase the Teslaâ€™s stock price by 9%?,1
880,"The Economy Keeps Growing, but Americans Are Using Less Steel, Paper, Fertilizer, and Energy",2
881,Impossible Foods raises $500 mln in funding round led by Mirae,0
882,Five Decades of Middle-Class Wages: January 2019 Update,0
883,"China's hedgemony in Rare Earth Metals and reasons this ""Hawkish"" narrative should be questioned",2
884,German industrial orders slump most in over two years in February,1
885,"Evergrande has defaulted on its debt, Fitch Ratings says",1
886,European Central Bank holds policy steady despite soaring inflation,1
887,Are households indifferent to monetary policy announcements? (BIS),2
888,"Manufacturing is now officially in recession, despite Trump's vow to boost industry",2
889,"As Economics Profession Looks to Draw Women, Hotel-Room Job Interviews Get Nixed",2
890,A SPAC Fuels the Takeoff of Electric Air Taxis,2
891,"The â€˜cobra effectâ€™ will have a â€˜disastrous and unimaginableâ€™ impact on the market, Wall Street vet warns",0
892,Why book value has lost its meaning,0
893,Boeing finds the first buyer for a 737 Max since its grounding,0
894,U.S. consumer debt is now breaching levels last reached during the 2008 financial crisis,1
895,Africaâ€™s Crypto Market has Grown by $105.6 Billion in the Last Year,2
896,Tesla TSLA Writeup - JCoviedo Value Investors Club (PDF),2
897,U.S. to put Chinese firm SenseTime on investment blacklist ahead of IPO -FT,1
898,Global firm set to restructure global economy with 'enterprise cities' - deregulated zones acquired from governments where they'll set their own legislation and working conditions,0
899,"U.S.-China trade war has cost up to 245,000 U.S. jobs: business group study",2
900,"US stocks open lower, pulling further back from records",2
901,Bad credit card debt is on the rise,1
902,Negative Mortgages Set Another Milestone in a No-Rate World,0
903,US drops key obstacle to global digital tax: Treasury,1
904,"Chinaâ€™s population is shrinking, fast",2
905,'How about paying your taxes?': A Walmart exec hit back at Jeff Bezos after he called out the company's low minimum wage,1
906,U.S. trade deficit shrinks as exports surge to record high,1
907,Italy: The daunting economic challenges facing Giorgia Meloni,1
908,Historian Argues Ronald Reagan's 1981 Tax Cut Led To Trumpism,2
909,U.S. Mints More Than Half of Worldâ€™s New Millionaires,2
910,"Apartment rents climbing, and poised to go higher",0
911,"It's not a 'Great Resignation' that will change work forever, one economist says. His calculations show the labor shortage is ending soon.",1
912,China has agreed to buy up to $1.2 trln in U.S. goods -CNBC,1
913,The Scourge of the Female Chore Burden,0
914,Companies claim thereâ€™s a labor shortage. Their solution? Prisoners,2
915,12 (really specific) ways to reduce customer acquisition cost in eCommerce,1
916,"If Russian Currency Reserves Arenâ€™t Really Money, the World Is in for a Shock",0
917,Disney accused by activist shareholder of 'complicity in China genocide',1
918,Good twitter thread by Michael Mauboussin,2
919,Governmentâ€™s cure for the coronavirus recession is worse for the global economy than the disease,1
920,California Limits Single-Family Home Zoning,2
921,"The US federal government reported a $146.9 billion deficit in March, causing annual debt to rise 15% for the first half of the budget year compared to the same period in 2018",1
922,Apple: Ten Years Forward,0
923,Apple cuts Russia off from its products and services,1
924,The U.S. can slash health-care costs 75% with 2 fundamental changes â€” and without â€˜Medicare for Allâ€™,1
925,â€˜A perfect stormâ€™: supply chain crisis could blow world economy off course,1
926,Why Arby's is testing meat products that look like big carrots,0
927,SPIVA U.S. Scorecard: &lt;10% of managers beat their benchmark over a 15 year period,1
928,US and EU economies hang on Chinese imports,2
929,Inequality-and-skin-in-the-game,2
930,NZ economy bounces out of recession with 14% gain in GDP,1
931,Microsoft breached in suspected Russian hack using SolarWinds,1
932,Chinese banks quietly lower limit on US dollar cash withdrawals,1
933,"Exclusive: Under U.S. sanctions, Iran and Venezuela strike oil export deal",2
934,"The Big Corporate Rescue and the America Thatâ€™s Too Small to Save - Girish Patel doubts his small, 20-year-old shop will survive the pandemic economy. aerospace company TransDigm has sustained eye-popping profits thanks to steep layoffs and raised over a billion with help from the U.S. government.",1
935,Study analyzes alcohol and drug use and abuse in the workplace,2
936,Fitch downgrades Hong Kong after months of protests,1
937,Inflation Is Popping From Sydney to San Francisco. It May Be a Good Sign.,2
938,Australia house prices falling at fastest rate since 2008 financial crisis,1
939,"Why the World Needs Chinaâ€™s Covid-Zero Policy? The alternative is a massive surge in infections and deaths that could bring global supply chains to a halt, sending inflation higher.",1
940,Mark Zuckerberg keeps Facebook in political ad business,2
941,On-Time Rent Payments Sag amid Massive Spike in Rents,0
942,How Rudolf Diesel's engine changed the world - BBC News,0
943,World population forecast to decline for the first time in centuries,1
944,"Lyft posts large loss in its first quarterly report as a public company, stock falls 2%",1
945,Ford to make electric car parts at Halewood plant,0
946,How Atlanta plans to get to 100% green energy by 2035,1
947,Nike CEO John Donahoe warns employees that layoffs are coming very soon,0
948,China to create new stock exchange in Beijing for smaller companies: Xi,1
949,Evergrande debt troubles seem particular to China -U.S. Fed's Powell,0
950,Top U.S. publishers sue Amazon's Audible for copyright infringement,0
951,Berkeley ends more than 100-year-old single-family zoning policy,1
952,Tesla Stock Loses $40 Billion In Market Value After Elon Musk Says Hertz Contract Hasn't Been Signed,1
953,Volkswagen exploring IPO of luxury carmaker Porsche -sources,1
954,"U.S. Tech Companies Sidestep a Trump Ban, to Keep Selling to Huawei",1
955,"1.48 million people filed for first-time unemployment last week, worse than predictions",0
956,GirlsDoPorn.com faces trial for allegedly filming 22 women under false pretenses,0
957,Donald Trump’s war on cars is pushing the US closer to a recession,0
958,Build Back Better Act: Details &amp; Analysis of the $3.5 Trillion Budget Reconciliation Bill,1
959,"SEC probes Elon Musk, brother Kimbal over Tesla share sales - WSJ",1
960,A simple macroeconomic model based on Modern Monetary Theory,1
961,US consumer sentiment falls for the first time in 4 months as spiking COVID-19 cases spur worry,0
962,Empirically grounded technology forecasts and the energy transition,1
963,White House 'free marketeers' raised concerns over coronavirus price-gouging crackdown,0
964,Friedman vs Phillips: A historic divide,1
965,"Biden’s claim that with a $15 minimum wage, ‘the whole economy rises’",2
966,Billions in the Ground: The Race to Harvest North Korea's Rare Earth Reserves,1
967,Inflation has many retirees worried about outliving their savings,0
968,"Beyond Meat stock briefly trades above $200, hits a new all-time high",2
969,Bank of America is raising its minimum wage for employees to $20 an hour,2
970,International evidence for Keynesian economics without the Phillips curve,1
971,Nearly Three Quarters of Economists Say $15 Minimum Wage Is Bad Idea,0
972,Can Democrats See What’s Coming?,1
973,"Nobel winner’s evolution from ‘dark realist’ to just plain realist on climate change. In new book, William Nordhaus says there’s a better way to frame the challenges posed by global warming and find solutions",1
974,When does a minimum wage become too high?,1
975,Japanese taxpayers were shut out from Olympic venues. Now they can view the staggering bill.,0
976,It’s time to move past employer-based health insurance,1
977,A Study of 2.7 Million Startups Found the Ideal Age to Start a Business (and It's Much Older Than You Think),1
978,Stock market: Dow Jones falls below 2017 level before Trump took office,0
979,Didi: Chinese ride-hailing giant denies plans to go private,1
980,American Hobby Store Getting Killed by Trump's Tariffs,0
981,Wall Street Firms Said to Agree to Clean Up Shady (Manufactured defaults) CDS Trades,1
982,Belgium to give workers right to request four-day week. Economic reforms include allowing staff to earn three-day weekend by working longer hours,2
983,The Anatomy of a Market Correction,1
984,Samsung Picks Texas Site for Advanced U.S. Chip Plant,1
985,Leveraged Loan Market Sees Second Pulled Deal in Two Days,1
986,The Fed’s ultraloose monetary policy could hurt both the economy and Biden’s agenda,0
987,China Asks Didi to Delist From U.S. On Security Fears,1
988,"If we’re serious about changing the world, we need a better kind of economics to do it - Guardian Opinions",1
989,Why Biden Can’t Win On Inflation,1
990,The Chronicle of Higher Education (Unpaywalled): America’s Standardized-Testing Giants Are Losing Money Fast,0
991,US rents rise more than 10%,1
992,"The first day of work at Nike, Salesforce, IBM, and SEGA",1
993,America’s Inflation Debate Is Fundamentally Confused,1
994,Why Does Trump Want to Turn America Japanese?,1
995,How can the debt caused by Covid-19 be dealt with?,1
996,"Long-term trends in income inequality: Winners and losers of economic change in Ghana, 1891–1960",1
997,How Amazon paid zero in taxes on its billions.,1
998,20% of Americans in relationships are committing financial infidelity,1
999,Does anybody use this website? tradingeconomics.com,1
1000,Tesla reaches milestone with first $1B quarterly profit,2
1001,Common Misconceptions about the Consumer Price Index: Questions and Answers : U.S. Bureau of Labor Statistics,1
1002,Didi to halt Hong Kong listing plans according to Bloomberg News,1
1003,Americans lost $304 million on dating apps last year,0
1004,Report: Consumers on track for record year of debt repayment before coronavirus hit,2
1005,"More than 700 leading economists, including 7 Nobel winners, urge US voters to reject Trump, a 'selfish and reckless' president",1
1006,Meta agrees to pay $90 million to settle a lawsuit alleging Facebook kept tracking users after they logged off,1
1007,"Coronavirus for kids without internet: Quarantined worksheets, learning in parking lots",1
1008,Fed repo: Worries continue over the efforts to fix funding issues,1
1009,CNN: Pelosi says raising the debt ceiling won't be part of reconciliation package,1
1010,Proposed IRS reporting of bank account information upsets Ohio’s community banks and Republican legislators,0
1011,"Costa Coffee gives staff 5% pay rise as it looks to recruit 2,000 workers",2
1012,Pandora papers: biggest ever leak of offshore data exposes financial secrets of rich and powerful.,1
1013,False Freedom: Sharing the Scraps from the Perilous Gig Economy,1
1014,Six Things They’re Not Telling You About Inflation,1
1015,Lie Flat Meets the Great Resignation,1
1016,Hong Kong for International Business: Stick a Fork in It | China Law Blog,1
1017,Why Airlines Should Fear Self-Driving Cars,1
1018,"Fed Chair Jerome Powell: ""Inflation Could Turn Out To Be Higher And More Persistent Than We Expect""",1
1019,Chinese developer Sinic defaults as Evergrande deadline looms,0
1020,LA Mayor Slashes LAPD Budget As Calls To ‘Defund Police’ Slowly Pick Up Steam,1
1021,China Launches Investigation Into FedEx in Trade War Escalation,1
1022,Stock market's value under Trump has grown by $6.9 trillion to $30.6 trillion,2
1023,"Federal Jobless Aid, a Lifeline to Millions, Reaches an End",1
1024,BMW profits rise to €3.4bn as focus turns to more expensive cars,2
1025,Hong Kong emigration to Britain could mean $36 billion capital outflow,1
1026,"Amazon's delivery contractors announce upward of 2,000 layoffs even as the mega-retailer's logistics demand balloons",0
1027,US to boost gas exports to Germany under deal with EnBW,2
1028,How to keep your employees from joining the ‘Great Resignation’,1
1029,Auto sector slowdown: Too many cars; too few buyers,0
1030,"'Amazon Doesn't Need The Money': In The D.C. Region, Resistance Is Growing To Tax Breaks For HQ2",1
1031,Trucking company to lay off more than 400 workers,0
1032,Mainstream media &amp; politicians (e.g. Kamala Harris) are still talking about the Gender Pay Gap -- Anything to it?,1
1033,New Zealand deals with first Pfizer vaccine related death. Puts on Pfizer anyone?,1
1034,"Rich countries tend to have a bigger middle-class, except the USA",1
1035,What is a $15 wage really worth? Depends where you live,1
1036,"Exclusive: Biden to name Gary Gensler as U.S. SEC chair, sources say",1
1037,The Trade War between the U.S. and China: A Prisoner’s Dilemma,1
1038,PG&amp;E says it has $34.45 billion in debt financing for reorganization,1
1039,EY Fights Fires on Three Audit Cases That Threaten its Global Reputation,1
1040,Myth of Nordic Socialism,1
1041,"Fed’s Kaplan, Rosengren to Sell All Stocks Amid Ethics Concerns",1
1042,"Global Digital Banking; Interview With Jason Blick, the CEO of EQIBank.",1
1043,"In first months since passage of St. Paul’s rent-control ordinance, housing construction is way down | MinnPost",0
1044,China Power Crunch Is Next Economic Shock Beyond Evergrande,1
1045,Can the 37 Year-Old Dissolution of ATT Teach Us Anything About a Big-Tech Breakup?,1
1046,Neil Young calls on baby boomers to boycott four big banks,0
1047,"The Myth of Swedish ""Socialism"" (Spoiler Alert - its mostly Capitalism)",1
1048,The Great Supply-Chain Massacre by Diane Coyle,1
1049,"Jeep Maker Splits With Economists, Seeing Inflation Clearly",1
1050,The Bored Ape Yacht Club founders weren't doxxed,1
1051,Colorado Caps Insulin Co-Pays At $100 For Insured Residents,1
1052,Little shop of horrors – the Fed’s repo facility (RBC Capital Markets),1
1053,$35tn wealth surge provides solid platform for US growth (ING),2
1054,"System D: the ""underground"" free marketplace that employs 50% of the global population. It is hiding in plain sight.",1
1055,Nygren Presentation at CFA Brazil,1
1056,"Trudeau announces Canada ban on Russian oil imports. “Today, we are announcing a ban on all imports of crude oil from Russia, an industry that has benefited President Putin and his oligarchs greatly,”",1
1057,What would two of the world's most famous economists think about Bitcoin ?,1
1058,Pending Home Sales Fall for Second Straight Month,1
1059,Trump abandons plan to freeze fuel efficiency standards of cars.,0
1060,Austerity Is Murder - An Introduction To Modern Monetary Theory!,1
1061,Pharma's Secret to Lobbying for Higher Drug Prices?,1
1062,"Tasks, Automation, and the Rise in US Wage Inequality",1
1063,"With $22 billion plan, Israel ups 2030 renewable energy target from 17% to 30%",2
1064,"College Majors, Occupations, and the Gender Wage Gap",1
1065,"Exxon posts strongest results since 2017, pledges to resume share buybacks",2
1066,"Fed’s Bostic Plays Down Risk From New Variant, Is Open to Faster Taper",1
1067,Fear of coronavirus resurgence reaches Wall Street,0
1068,Central banks should consider giving people money,1
1069,136 nations agree to biggest corporate tax deal in a century,2
1070,Investors Ditched Shares On Monday And Fled To The Safety Of Bonds,1
1071,"Juul CEO is out, and it stops all advertising as vaping crisis escalates",0
1072,"The World Economy Just Can’t Escape Its Low-Growth, Low-Inflation Rut",1
1073,India Hoped for an Abe. It Got a Lost Decade,1
1074,Ontario Teachers' Pension Plan looks at commodities for hedge against inflation,1
1075,"Majority of Bitcoin Trading is a Hoax, New Study Finds",1
1076,China's Xinhua presents news using robot news anchor,1
1077,US economy faces 'real risk of recession',0
1078,Are Syringe Exchange Programs Helpful or Harmful? New Evidence in the Wake of the Opioid Epidemic,1
1079,"JPMorgan Chase CEO Jamie Dimon on jobs, tariffs and politics.",1
1080,Perkins &amp; Marie Callender's LLC close 29 locations and file for bankruptcy,0
1081,Herman Cain expected to withdraw from Fed Reserve Board of Governors consideration,1
1082,China Cuts Reserve Requirement Ratio as Economy Slows,1
1083,Who Pays for Tariffs and Trade Restrictions? Consumers Do.,1
1084,Ronna McDaniel: Pennsylvanians can’t afford Biden’s economic crisis,0
1085,Poverty in America - The best way to eradicate poverty in America is to focus on children | Special report | The Economist,1
1086,The California Economy Isn’t Just a U.S. Powerhouse — There are good reasons why one American state leaves big countries like France and Italy in the rearview mirror and overtook the U.K. last year.,2
1087,Global deal on 15% minimum corporate tax rate has support of 140 OECD countries,1
1088,"In states where marijuana is legal, licensed dispensaries are pushing out drug dealers",1
1089,China responds to US after Treasury designates Beijing as a currency manipulator,1
1090,"Amazon changed traffic light timing during union drive, county officials say - The Verge",1
1091,What to Expect from the New G20 Crypto AML Regulation,1
1092,Vulnerable Senate Dems try to run as tax-cutters,1
1093,Opinion | Urban myths about economics have taken root — and the cost is high,1
1094,The Dollar May Be Knocked off Its Pedestal,1
1095,"Cannabis legalization is turning Toronto into the weed capital of the world. Here, a look at who’s getting rich off reefer",1
1096,Finance profits before/after repeal of Glass Steagall Act,1
1097,Bloomberg: Goldman Expects Yuan to Breach 7 Per Dollar Within Three Months,1
1098,Spirit Airlines close to agreeing major Airbus order: sources,2
1099,Hedge fund Elliott dumps SoftBank stake after souring on Masayoshi Son,1
1100,China housing market slumps again as another developer runs into trouble | China,0
1101,Russia-Ukraine puts 10% U.S. inflation on radar as BlackRock repeats central banks may have to live with inflation,1
1102,"Judy Shelton, Trump’s controversial pick for the Fed, expected to be approved by Senate banking panel this week",1
1103,5 Simple Things Everyone Should Know About Inflation,1
1104,Trump is leading a global attack against central banks. It could end in disaster.,0
1105,The Evolution of Household Net Worth during COVID-19,1
1106,Industrial production falls 0.5% amid big decline in auto output,0
1107,Libra is imperialism by stealth,1
1108,A 29-year-old mayor gave his city’s poorest residents $500 a month. Here's how they spent the money.,1
1109,"In 1999, Donald Trump supported a wealth tax more severe than anything Elizabeth Warren is proposing",1
1110,Snoop Dogg takes over Death Row Records brand as owner,1
1111,The wave of unicorn IPOs reveals Silicon Valley’s groupthink,1
1112,Fed Minutes Show Officials Unsure on Need for Rate Hikes in 2019,1
1113,"China’s economic growth held steady in the latest quarter despite a tariff war with Washington, suggesting Beijing’s efforts to reverse a slowdown might be gaining traction. The world’s second-largest economy expanded by 6.4% over a year earlier in the three months ending in March",2
1114,Switzerland’s Entire Sovereign Yield Curve Is Now Negative,1
1115,Opinion | Powell Gets His Inflation,1
1116,The Fed begins purchases of up to $250 billion in individual corporate bonds,1
1117,"Dow plunges by 1,000 points in worst drop of 2021 as new COVID-19 variant triggers market sell-off",0
1118,Apple Would Be Banned From Preinstalling Its Own iPhone Apps Under Proposed Antitrust Bill,1
1119,"Govt clueless about economic crisis, stealing from RBI: Congress",1
1120,How The Resignation of Italy’s Prime Minister Threatens the European Union and The Global Economy,1
1121,Emergency Fed Board Meeting Called Feb 14,1
1122,China’s economic outlook for the second half of 2021,1
1123,Powell: Fed 'not forecasting or expecting a recession',1
1124,China's Real Estate Developer Evergrande: Monetary Loosening The Only Way Out,1
1125,Biden vows to double aid to developing countries vulnerable to climate crisis,2
1126,"Dow 15,000 very likely as coronavirus pandemic hits U.S. economy: strategist",1
1127,"A sober brawl; Alcohol firms promote moderate drinking, but it would ruin them - A sober brawl",0
1128,The rise and rise of the global balance sheet: How productively are we using our wealth?,1
1129,Employee Time &amp; Attendance Is More Important Than You Think,1
1130,This solar farm has to switch off every second day due to negative prices,0
1131,"Since its inception, value investing has taken many forms, as Warren Buffet argued that the core of value investing is buying stocks less than their intrinsic value.",1
1132,"Facebook clarifies that the data is better interpreted as “teens who have lower life satisfaction more likely to say Instagram makes their mental health worse than teens who are satisfied with their lives"". What are your thoughts on this?",1
1133,Job gains and losses by state from March 2019 to March 2021,1
1134,"Laws of utility: Definition, Types, Examples",1
1135,"When the public thinks up is down, it's time to rethink coverage | Press Watch",1
1136,Bernie Wants You to Own More of the Means of Production,1
1137,A Handful of Billionaires Received Stimulus Checks During Pandemic,1
1138,Uber valued at $82bn in share listing,1
1139,US housing market boosts case for rate rises (ING),2
1140,Sotheby’s auction house is being taken private by group controlled by art collector Patrick Drahi,1
1141,Interview with John Hempton Regarding the Australian Housing Bubble,1
1142,Fed to hold fire on interest rates as world economy slows,0
1143,Companies Need to Prepare for the Next Economic Downturn,1
1144,Dollar near one-month low on bets for later Fed taper,0
1145,Does the Jones Act Hurt Puerto Rico?,1
1146,"Aug 22, 2021 - Taliban Takeover: China Welcomes New Government, Pushes Investments... https://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1895950.shtml",1
1147,Impossible Foods Is Bringing Another New Plant-Based Meat to the Grocery Store,1
1148,Pending home sales saw biggest decline on record in April because of coronavirus pandemic,0
1149,USO ETF wreaks havoc on an already volatile crude oil market,0
1150,Workers Want to Do Their Jobs From Anywhere and Keep Their Big-City Salaries - Employers see remote work as an opportunity to save money by cutting pay; employees argue that their work has the same value no matter where they do it,1
1151,The myth of China's manufacturing decline,0
1152,What Coronavirus Job Losses Reveal About Racism in America,1
1153,"Are the claims in this academic paper entitled ""The Breakdown of the Keynesian Model"" still valid and accurate today ?",1
1154,China quitting canola addiction has Canadian farmers sweating,1
1155,Dear Companies: Your Future Customers And Employees Want Climate Action,1
1156,House price growth slows as housing market cools,0
1157,Women Did Everything Right. Then Work Got ‘Greedy.’ - How America’s obsession with long hours has widened the gender gap.,1
1158,Kushner’s Times Square Center Moves Toward Foreclosure,1
1159,Deficit Will Reach $1 Trillion Next Year,1
1160,"A Dubai businessman is pledging to buy 100,000 Bitcoin worth up to $4.8 billion as part of a new company strategy. It’s the largest investment of its kind in the worlds history. He planning to buy up to $17 billion worth of Bitcoin in the future.",1
1161,World’s Top Bicycle Maker Says the Era of ‘Made in China’ Is Over,1
1162,Wells Fargo Starts Coverage of Four Cannabis Stocks As Legalization Battle Gains,1
1163,"China GDP disappoints, third-quarter growth slows to 4.9%",0
1164,US economy grew at a solid pace in the fourth quarter,2
1165,Joel Greenblatt - Keynote Presentation at Ben Graham VI Conference,1
1166,China tech stocks set for worst month since global financial crisis,0
1167,U.S. Economy Is Booming and So Is Financial Stress,1
1168,Russia Is Stocking Up on Gold as Putin Ditches U.S. Dollars,1
1169,WeWork confirms it has laid off 300 employees,0
1170,PayPal in $45 bln bid for Pinterest - sources,1
1171,U.S. Chamber of Commerce says businesses should implement vaccine mandate until it is ‘shut down’,1
1172,A ‘wealth tax’ presents a revenue estimation puzzle - Larry Summers for The Washington Post,1
1173,Biden imposes sanctions on Myanmar military leaders who directed coup,0
1174,America and Europe will create a joint tech council to craft new rules on trade,1
1175,Cal Poly faculty vote to remove Chick-fil-A from campus,1
1176,Inside the Fight Over Surfside Condo Collapse Site’s Future,1
1177,"US-China trade war to cost $455bn in lost output, says IMF",0
1178,Can anybody tell me the most relevant concept under Microeconomics that relates to this article on subsidies?,1
